Ward No.,Community/Public,Location of all the Public Toilets,"Status of the Toilet
(Constructed/Under Construction)","Unique ID of CT/PT
 (if th ULB says YES in the above question)","Landmark
(Nearest Residential Area/
Commercial Area)",Whether the PTU has been monitized?,Type of Monitization,ICT Feedback device (wall mounted) installed?,,,,,Located on Google Maps,"Whether IEC Messaging (Suresh Raina - Swachh Sauchalaya) of
 MoUD 2017 is avaiable at the CT/PT? "
18,Community,288 ghorpade peth,Constructed,PMC/018/CTB/383,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
18,Community,365 ghorpadi peth,Constructed,PMC/018/CTB/384,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
18,Community,164 ghorpadi peth takiya,Constructed,PMC/018/CTB/385,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
18,Community,337 ghorpade peth,Constructed,PMC/018/CTB/386,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
18,Community,632 ganjpeth,Constructed,PMC/018/CTB/387,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
18,Community,raviwar peth,Constructed,PMC/018/CTB/388,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
19,Community,830 kshisajar wada,Constructed,PMC/019/CTB/389,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
19,Community,824 amatej reavasi sang,Constructed,PMC/019/CTB/390,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
19,Community,801 yakub nagar,Constructed,PMC/019/CTB/391,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
19,Community,774 kejale chawal,Constructed,PMC/019/CTB/392,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
19,Community,775 ganpat bhoi chawl,Constructed,PMC/019/CTB/393,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
19,Community,435 harka nagar,Constructed,PMC/019/CTB/394,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
19,Community,717 chudamantalim,Constructed,PMC/019/CTB/395,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
19,Community,718 chudamantalim,Constructed,PMC/019/CTB/396,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
19,Community,857 kamalmala,Constructed,PMC/019/CTB/397,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
19,Community,741 chudamantalim,Constructed,PMC/019/CTB/398,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
19,Community,735 chudamantalim,Constructed,PMC/019/CTB/399,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
19,Community,balaji mandir,Constructed,PMC/019/CTB/400,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
19,Community,jaibhim tarun mandal nanapeth,Constructed,PMC/019/CTB/401,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
19,Community,anabhau sathe vasti,Constructed,PMC/019/CTB/402,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
19,Community,"guru nanak , ",Constructed,PMC/019/CTB/403,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
19,Community,kasewaadi,Constructed,PMC/019/CTB/404,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
19,Community,kasewadi,Constructed,PMC/019/CTB/405,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
19,Community,kasewadi,Constructed,PMC/019/CTB/406,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
19,Community,kasewadi,Constructed,PMC/019/CTB/407,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
19,Community,lohiyanagar,Constructed,PMC/019/CTB/408,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
19,Community,inamkemala,Constructed,PMC/019/CTB/409,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
19,Community,kashiwadi,Constructed,PMC/019/CTB/410,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
19,Community,kashiwadi,Constructed,PMC/019/CTB/411,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
19,Community,kashewadi,Constructed,PMC/019/CTB/412,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
19,Community,kashewadi,Constructed,PMC/019/CTB/413,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
19,Community,lohiya nagar,Constructed,PMC/019/CTB/414,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
19,Community,kashewadi,Constructed,PMC/019/CTB/415,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
19,Community,sidharth nagar,Constructed,PMC/019/CTB/416,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
19,Community,munjabawasti,Constructed,PMC/019/CTB/417,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
20,Community,777 watch mekar chawl,Constructed,PMC/020/CTB/418,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
20,Community,1049 new nanapeth ,Constructed,PMC/020/CTB/419,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
20,Community,830 rajwadi,Constructed,PMC/020/CTB/420,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
20,Community,919 nana peth,Constructed,PMC/020/CTB/421,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
20,Community,395  borade ali,Constructed,PMC/020/CTB/422,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
20,Community,109 gadi aada,Constructed,PMC/020/CTB/423,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
20,Community,somwar peth,Constructed,PMC/020/CTB/424,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
20,Community,somwar peth,Constructed,PMC/020/CTB/425,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
20,Community,somwar peth,Constructed,PMC/020/CTB/426,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
20,Community,panmala vasti,Constructed,PMC/020/CTB/427,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
20,Community,bhaji market vasti,Constructed,PMC/020/CTB/428,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
20,Community,shanti nagar2,Constructed,PMC/020/CTB/429,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
20,Community,shanti nagar,Constructed,PMC/020/CTB/430,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
20,Community,bhimsangtana vasti,Constructed,PMC/020/CTB/431,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
20,Community,sai baba mandir,Constructed,PMC/020/CTB/432,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
20,Community,rajratna turan vasti,Constructed,PMC/020/CTB/433,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
20,Community,sai baba mandir,Constructed,PMC/020/CTB/434,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
20,Community,bhimsangtana vasti,Constructed,PMC/020/CTB/435,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
20,Community,swiipar vasti,Constructed,PMC/020/CTB/436,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
20,Community,shurveer vasti,Constructed,PMC/020/CTB/437,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
20,Community,shurvir vasti,Constructed,PMC/020/CTB/438,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
20,Community,khadda vasti,Constructed,PMC/020/CTB/439,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
20,Community,sheteshwar mandal,Constructed,PMC/020/CTB/440,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
20,Community,sariputta  vasti,Constructed,PMC/020/CTB/441,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
20,Community,vishwadeep vasti,Constructed,PMC/020/CTB/442,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
20,Community,bal mitra mandal,Constructed,PMC/020/CTB/443,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
20,Community,mahatmaphule vasati,Constructed,PMC/020/CTB/444,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
20,Community,mahatmaphule vasti,Constructed,PMC/020/CTB/445,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
20,Community,matmuphule vasti,Constructed,PMC/020/CTB/446,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
20,Community,inamnagar vasti,Constructed,PMC/020/CTB/447,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
20,Community,inamnagar vasti,Constructed,PMC/020/CTB/448,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
20,Community,adarsh nagar,Constructed,PMC/020/CTB/449,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
20,Community,adarsh vasti,Constructed,PMC/020/CTB/450,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
20,Community,limbuni nagar patra chal,Constructed,PMC/020/CTB/451,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
20,Community,limbuni nagar patra chal,Constructed,PMC/020/CTB/452,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
20,Community,nimbuni baudh vihar patra chal,Constructed,PMC/020/CTB/453,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
20,Community,vishwadeep vasti,Constructed,PMC/020/CTB/454,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
20,Community,vishwadeep vasti,Constructed,PMC/020/CTB/455,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
20,Community,chavan vasti,Constructed,PMC/020/CTB/456,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
20,Community,somwar peth,Constructed,PMC/020/CTB/457,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
20,Community,naidu servant quarters,Constructed,PMC/020/CTB/458,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
20,Community,inside kailash smashan bhumi awae,Constructed,PMC/020/CTB/459,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
20,Community,niadu vasti,Constructed,PMC/020/CTB/460,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
21,Community,darawade mala vasti,Constructed,PMC/021/CTB/461,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
21,Community,kavdevadi vasti,Constructed,PMC/021/CTB/462,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
21,Community,kavdewadi vasti,Constructed,PMC/021/CTB/463,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
21,Community,burning ghat road,Constructed,PMC/021/CTB/464,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
21,Community,burning chat vasti,Constructed,PMC/021/CTB/465,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
21,Community,bund garden ,Constructed,PMC/021/CTB/466,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
21,Community,shahupath vasti,Constructed,PMC/021/CTB/467,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
21,Community,lokseva vasati,Constructed,PMC/021/CTB/468,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
21,Community,ulhas nagar vasti,Constructed,PMC/021/CTB/469,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
21,Community,kapila  dairy,Constructed,PMC/021/CTB/470,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
21,Community,lokseva vasti,Constructed,PMC/021/CTB/471,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
21,Community,lokseva vasti,Constructed,PMC/021/CTB/472,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
21,Community,lokseva vasati,Constructed,PMC/021/CTB/473,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
21,Community,"Ramoshi, Jaiprakash, Vasahat",Constructed,PMC/021/CTB/474,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
21,Community,sathenagar vasti,Constructed,PMC/021/CTB/475,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
21,Community,sathe nagar tarode vasti ,Constructed,PMC/021/CTB/476,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
22,Community,supekar vasti,Constructed,PMC/022/CTB/477,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
22,Community,supekar vasti,Constructed,PMC/022/CTB/478,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
22,Community,hadpsar  nagar,Constructed,PMC/022/CTB/479,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
22,Community,ghat vasti,Constructed,PMC/022/CTB/480,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
22,Community,Jay nagar,Constructed,PMC/022/CTB/481,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
22,Community,jay prkash nagar,Constructed,PMC/022/CTB/482,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
22,Community,jadhav wada,Constructed,PMC/022/CTB/483,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
22,Community,jadhav nagar,Constructed,PMC/022/CTB/484,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
22,Community,mundwa back side,Constructed,PMC/022/CTB/485,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
22,Community,ghorpadi Rd,Constructed,PMC/022/CTB/486,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
22,Community,hadpsar,Constructed,PMC/022/CTB/487,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
22,Community,jadhav wasti,Constructed,PMC/022/CTB/488,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
22,Community,Khajure Wasti,Constructed,PMC/022/CTB/489,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
22,Community,adarsh vasti,Constructed,PMC/022/CTB/490,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
22,Community,adarsh vasti,Constructed,PMC/022/CTB/491,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
22,Community,Adarsh Vasti,Constructed,PMC/022/CTB/492,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
22,Community,Malvadi vasti,Constructed,PMC/022/CTB/493,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
22,Community,Malvadi vasti,Constructed,PMC/022/CTB/494,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
22,Community,Malvadi vasti,Constructed,PMC/022/CTB/495,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
22,Community,Malwadi Vasti,Constructed,PMC/022/CTB/496,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
22,Community,Janata vasati,Constructed,PMC/022/CTB/497,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
22,Community,sadhunana vasti,Constructed,PMC/022/CTB/498,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
22,Community,nilesh vasti,Constructed,PMC/022/CTB/499,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
22,Community,pmc arogya koti vasti,Constructed,PMC/022/CTB/500,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
22,Community,dagde houd vasti,Constructed,PMC/022/CTB/501,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
22,Community,keshav chowk vasti,Constructed,PMC/022/CTB/502,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
22,Community,saneguruji vasati,Constructed,PMC/022/CTB/503,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
22,Community,Jijamata vasahat,Constructed,PMC/022/CTB/504,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
22,Community,dattatupe vasti,Constructed,PMC/022/CTB/505,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
23,Community,Mahatma Phule Nagar,Constructed,PMC/023/CTB/506,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
23,Community,Ramoshi Ali,Constructed,PMC/023/CTB/507,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
23,Community,Vihar Ali,Constructed,PMC/023/CTB/508,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
23,Community,Matang Vasti,Constructed,PMC/023/CTB/509,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
23,Community,Hadapsar vasti,Constructed,PMC/023/CTB/510,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
23,Community,Hadapsar vasti,Constructed,PMC/023/CTB/511,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
23,Community,Hadapsar vasti,Constructed,PMC/023/CTB/512,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
23,Community,tukai darshan,Constructed,PMC/023/CTB/513,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
23,Community,hadapsar gadi tal vasati,Constructed,PMC/023/CTB/514,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
23,Community,pandhare mala ,Constructed,PMC/023/CTB/515,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
23,Community,Davari nagar,Constructed,PMC/023/CTB/516,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
23,Community,pandhare mala ,Constructed,PMC/023/CTB/517,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
23,Community,Akash colony shanti sagar vasahat,Constructed,PMC/023/CTB/518,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
23,Community,tuljabhavani zopadpatti,Constructed,PMC/023/CTB/519,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
23,Community,vetalbaba gadital hadapsar ,Constructed,PMC/023/CTB/520,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
23,Community,vetalbaba gadital ,Constructed,PMC/023/CTB/521,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
23,Community,vetalbaba ,Constructed,PMC/023/CTB/522,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
23,Community,fakira garegae gadital hadapsar ,Constructed,PMC/023/CTB/523,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
23,Community,punjab singh gadital hadapsar,Constructed,PMC/023/CTB/524,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
23,Community,utkarsh nagar gatital hadapsar,Constructed,PMC/023/CTB/525,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
23,Community,kale borate nagar sr no 25,Constructed,PMC/023/CTB/526,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
23,Community,kale padal sr no 39,Constructed,PMC/023/CTB/527,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
24,Community,Vaidhwadi,Constructed,PMC/024/CTB/528,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
24,Community,Gosavi Vasti,Constructed,PMC/024/CTB/529,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
24,Community,Gosavi Vasti,Constructed,PMC/024/CTB/530,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
24,Community,Alkunte Vasti,Constructed,PMC/024/CTB/531,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
24,Community,Alkunte Vastu,Constructed,PMC/024/CTB/532,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
24,Community,Shankar Math Canel,Constructed,PMC/024/CTB/533,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
24,Community,"Bharadi Vasti, Vaidhwadi",Constructed,PMC/024/CTB/534,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
24,Community,"Udasin Garh, Ramtekdi",Constructed,PMC/024/CTB/535,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
24,Community,Ramtekdi,Constructed,PMC/024/CTB/536,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
24,Community,Ramtekdi,Constructed,PMC/024/CTB/537,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
24,Community,Thomre Vasti,Constructed,PMC/024/CTB/538,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
24,Community,Valmik Vasti,Constructed,PMC/024/CTB/539,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
24,Community,Sonal Vasti,Constructed,PMC/024/CTB/540,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
24,Community,Ramtekdi,Constructed,PMC/024/CTB/541,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
24,Community,Tombre Vasti,Constructed,PMC/024/CTB/542,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
24,Community,Shah Wasti,Constructed,PMC/024/CTB/543,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
24,Community,Ramnagar,Constructed,PMC/024/CTB/544,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
24,Community,Ramnagar,Constructed,PMC/024/CTB/545,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
24,Community,Ramnagar,Constructed,PMC/024/CTB/546,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
24,Community,Anand Nagar,Constructed,PMC/024/CTB/547,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
24,Community,Ramnagar,Constructed,PMC/024/CTB/548,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
24,Community,Ramnagar,Constructed,PMC/024/CTB/549,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
24,Community,"Ramnagar,",Constructed,PMC/024/CTB/550,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
25,Community,Kamela,Constructed,PMC/025/CTB/551,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
25,Community,"Tadi Mala, Shinde Chatri",Constructed,PMC/025/CTB/552,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
25,Community,Shinde Chatri,Constructed,PMC/025/CTB/553,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
25,Community,Hole Vasti,Constructed,PMC/025/CTB/554,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
26,Community,sathe nagar trode vasti,Constructed,PMC/026/CTB/555,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
26,Community,vignaharta palace ,Constructed,PMC/026/CTB/556,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
26,Community,varkar mala ,Constructed,PMC/026/CTB/557,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
26,Community,Mahatma Phule Wasahat,Constructed,PMC/026/CTB/558,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
26,Community,Mahatma Phule Wasahat,Constructed,PMC/026/CTB/559,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
26,Community,Siddharth Nagar,Constructed,PMC/026/CTB/560,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
26,Community,Khalchi Ali,Constructed,PMC/026/CTB/561,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
26,Community,Buddha Vasti,Constructed,PMC/026/CTB/562,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
26,Community,"Shivshakti mitra Mandalay. 46 ward, Wanawdi",Constructed,PMC/026/CTB/563,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
26,Community,Bhimnagar Vasahat,Constructed,PMC/026/CTB/564,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
26,Community,Bhimshakti,Constructed,PMC/026/CTB/565,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
27,Community,Bhairavnath,Constructed,PMC/027/CTB/566,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
27,Community,Kate Chawl,Constructed,PMC/027/CTB/567,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
28,Community,yasijuk darga,Constructed,PMC/028/CTB/568,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
28,Community,1930 daisplat,Constructed,PMC/028/CTB/569,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
28,Community,544 dholemala,Constructed,PMC/028/CTB/570,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
28,Community,1930 dholemal,Constructed,PMC/028/CTB/571,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
28,Community,1930 daisplat,Constructed,PMC/028/CTB/572,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
28,Community,1930 dholemal,Constructed,PMC/028/CTB/573,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
28,Community,1930 dholemala,Constructed,PMC/028/CTB/574,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
28,Community,salisbari park,Constructed,PMC/028/CTB/575,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
28,Community,Siddharth nagar,Constructed,PMC/028/CTB/576,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
28,Community,Siddharth vasahat,Constructed,PMC/028/CTB/577,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
28,Community,Gultekadi,Constructed,PMC/028/CTB/578,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
28,Community,Indira Nagar,Constructed,PMC/028/CTB/579,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
28,Community,indira nagar,Constructed,PMC/028/CTB/580,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
28,Community,Audyogik Vsahat,Constructed,PMC/028/CTB/581,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
28,Community,Audyogik vasahat,Constructed,PMC/028/CTB/582,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
28,Community,Gultekadi,Constructed,PMC/028/CTB/583,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
29,Community,Parvati darshan nagar,Constructed,PMC/029/CTB/584,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
29,Community,parvati darshan nagar,Constructed,PMC/029/CTB/585,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
29,Community,Parvati darshan nagar,Constructed,PMC/029/CTB/586,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
